,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level
4788,JUDY,0.93,0.74,2,169,4,0,0,0,support,low,1
4789,BANKSTON,0.97,0.91,4,257,3,1,0,0,technical,low,1
4791,PIEPER,0.66,0.95,4,183,3,0,0,0,technical,low,1
4794,BICE,0.32,0.72,2,240,5,0,0,0,IT,low,1
4795,SILLS,0.55,0.81,5,251,3,0,0,0,IT,low,1
4798,EISENBERG,0.33,0.82,5,249,6,0,0,0,product_mng,low,1
4799,CONGER,0.37,0.74,2,197,3,0,0,0,product_mng,low,1
4801,BARE,0.17,0.91,4,260,5,0,0,0,product_mng,low,1
4804,WEATHERLY,0.91,0.95,4,171,3,0,0,0,RandD,low,1
4810,BYRON,0.78,0.87,4,264,3,0,0,0,accounting,medium,2
4811,POULIN,0.6,0.81,4,245,3,1,0,0,support,medium,2
4812,LARGE,0.15,0.91,2,207,3,0,0,0,technical,medium,2
4813,ENRIGHT,0.72,0.92,3,225,3,0,0,0,management,medium,2
4816,TAVAREZ,0.6,0.88,3,261,3,1,0,0,marketing,medium,2
4820,GRIDER,0.67,0.83,4,195,3,0,0,0,sales,medium,2
4821,BECHTEL,0.71,0.88,4,266,3,0,0,0,sales,high,3
4822,WALLIN,0.66,0.85,3,266,5,0,0,0,sales,low,1
4828,HASS,0.19,0.8,4,249,5,0,0,0,sales,low,1
4829,MANZANO,0.83,0.77,3,171,3,0,0,0,sales,low,1
4833,KAUFMANN,0.22,0.88,5,154,5,0,0,0,sales,low,1
4835,SHIVERS,0.89,0.91,5,224,3,1,0,0,sales,low,1
4836,DOOLITTLE,0.5,0.84,3,156,4,0,0,0,accounting,low,1
4837,VALENTE,0.17,0.82,6,259,4,0,0,0,accounting,low,1
4839,HOWES,0.68,0.78,3,264,3,0,0,0,hr,low,1
4841,FELLER,0.68,0.83,3,133,3,0,0,0,hr,low,1
4843,SCHNELL,0.7,0.98,4,176,5,0,0,0,technical,low,1
4848,SNOOK,0.14,0.83,5,171,6,0,0,0,technical,medium,2
4849,HEILMAN,0.73,0.86,4,179,3,0,0,0,technical,medium,2
4853,BARRINGER,0.68,0.85,3,243,4,0,0,0,technical,medium,2
4856,GUARINO,0.77,0.96,6,225,4,0,0,0,support,medium,2
4860,LIEN,0.5,0.85,4,224,6,0,0,0,support,high,3
4862,VALVERDE,0.73,0.79,4,157,3,0,0,0,support,medium,2
4863,BURCHFIELD,0.99,0.87,4,223,3,0,0,0,support,medium,2
4864,PANG,0.91,0.99,3,188,3,1,0,0,support,medium,2
4867,ERDMAN,0.67,0.85,3,153,4,0,0,0,technical,low,1
4870,HARTWELL,0.99,0.95,4,102,5,0,0,0,IT,low,1
4874,CHRISMAN,0.74,0.79,5,237,4,0,0,0,product_mng,low,1
4876,FREDRICK,0.8,0.93,3,260,3,0,0,0,product_mng,low,1
4881,PEEL,0.16,0.96,6,211,6,1,0,0,RandD,low,1
4882,HEMBREE,0.84,0.8,3,151,3,1,0,0,RandD,low,1
4883,WALTZ,0.78,0.95,3,249,4,0,0,0,RandD,low,1
4884,MATHER,0.66,0.91,5,199,3,1,0,0,marketing,low,1
4887,WOOLLEY,0.65,0.88,4,268,4,0,0,0,support,medium,2
4896,FLAGG,0.5,0.78,6,138,3,0,0,0,sales,medium,2
4897,AMUNDSON,0.85,0.81,4,164,4,0,0,0,sales,medium,2
4900,PENROD,0.83,0.87,5,233,3,0,0,0,sales,low,1
4902,MALLETT,0.21,0.77,6,215,4,0,0,0,sales,medium,2
4903,COUNCIL,0.94,0.86,3,223,4,0,0,0,sales,medium,2
4904,KINARD,0.7,0.85,4,232,3,0,0,0,sales,medium,2
4905,TOWNE,0.54,0.76,3,157,4,0,0,0,sales,low,1
4909,GIESE,0.81,0.86,3,210,3,0,0,0,sales,low,1
4915,DARR,0.65,0.78,4,238,5,1,0,0,hr,low,1
4917,POUNDS,0.83,0.72,4,161,3,0,0,0,hr,low,1
4918,ROEDER,0.6,0.82,4,194,3,0,0,0,hr,low,1
4919,KEIM,0.55,0.93,3,217,3,1,0,0,technical,low,1
4920,BRUSH,0.96,0.71,3,170,3,0,0,0,technical,low,1
4921,TAVERAS,0.83,0.94,4,243,3,0,0,0,technical,low,1
4923,FURLONG,0.77,0.88,2,169,3,0,0,0,technical,medium,2
4924,DORRIS,0.83,0.95,3,255,3,0,0,0,technical,medium,2
4929,LEAKE,0.55,0.82,4,134,6,0,0,0,technical,medium,2
4931,MUSICK,0.51,0.93,5,232,3,0,0,0,support,medium,2
4933,PERDOMO,0.96,0.93,4,260,3,0,0,0,support,medium,2
4935,KESTER,0.67,0.71,4,173,3,0,0,0,support,high,3
4940,HEFFERNAN,0.99,0.71,4,232,3,0,0,0,support,medium,2
4945,LOZADA,0.53,0.98,3,219,4,0,0,0,IT,low,1
4946,FULCHER,0.87,0.74,4,207,3,0,0,0,IT,low,1
4948,CAMARGO,0.59,0.77,3,169,3,0,0,0,IT,low,1
4949,SHEPHARD,0.76,0.89,4,181,3,0,0,0,IT,low,1
4959,GROTH,0.74,0.84,3,206,3,0,0,0,RandD,low,1
4963,GILMER,0.77,0.89,5,152,3,0,0,0,support,medium,2
4964,CUSHING,0.64,0.71,3,231,4,0,0,0,technical,medium,2
4965,BRODY,0.77,0.89,2,215,5,1,0,0,management,medium,2
4968,SHIRK,0.88,0.96,5,182,4,1,0,0,marketing,medium,2
4969,ARCHIE,0.89,0.88,3,165,4,0,0,0,sales,medium,2
4973,MARCHESE,0.68,0.92,2,184,4,0,0,0,sales,medium,2
4974,ECHEVERRIA,0.14,0.81,4,138,3,1,0,0,sales,high,3
4975,SOPER,0.86,0.94,5,209,4,0,0,0,sales,low,1
4978,TUGGLE,0.97,0.75,5,270,3,1,0,0,sales,medium,2
4981,GOWER,0.8,0.96,5,124,3,0,0,0,sales,low,1
4983,YEUNG,0.14,0.73,5,266,6,0,0,0,sales,low,1
4984,BUELL,0.91,0.8,4,181,3,0,0,0,sales,low,1
4985,BURD,0.49,0.81,4,233,3,0,0,0,sales,low,1
4991,CORRELL,0.79,0.82,3,98,3,1,0,0,hr,low,1
4992,TINDALL,0.55,0.91,4,187,4,1,0,0,hr,low,1
4996,RATHBUN,0.53,0.92,4,223,3,1,0,0,technical,low,1
4998,BAEZA,0.57,0.82,5,138,3,0,0,0,technical,low,1
5001,FRIED,0.66,0.71,3,136,3,1,0,0,technical,medium,2
5002,ATHERTON,0.59,0.84,4,245,3,0,0,0,technical,medium,2
5003,DONNELL,0.49,0.93,4,184,3,0,0,0,technical,medium,2
5004,BAYS,0.91,0.99,5,152,3,0,0,0,technical,medium,2
5008,STYLES,0.51,0.99,4,211,3,0,0,0,support,medium,2
5009,HAROLD,0.94,0.71,4,189,3,0,0,0,support,medium,2
5012,TAMEZ,0.31,0.92,4,133,6,0,0,0,support,medium,2
5017,LAPP,0.59,0.9,4,261,4,0,0,0,technical,medium,2
5018,SALEM,0.5,0.74,3,220,3,0,0,0,technical,medium,2
5019,ROOD,0.88,0.72,2,144,4,1,0,0,technical,low,1
5021,OLIVERA,0.66,0.99,4,195,3,0,0,0,IT,low,1
5023,CARVAJAL,0.98,0.93,5,145,4,0,0,0,IT,low,1
5024,ZAYAS,0.61,0.73,3,165,3,1,0,0,IT,low,1
5026,POHL,0.84,0.91,5,208,3,0,0,0,product_mng,low,1
5028,WAMPLER,0.64,0.99,4,180,4,0,0,0,product_mng,medium,2
5031,LEEPER,0.16,0.99,3,213,6,1,0,1,RandD,medium,2
5032,NEWHOUSE,0.83,0.87,3,230,3,0,0,1,RandD,medium,2
5036,KINGSTON,0.83,0.83,3,186,3,1,0,1,marketing,medium,2
5038,HARTZELL,0.91,0.74,5,192,3,0,0,1,accounting,medium,2
5042,SCRIBNER,0.75,0.74,5,231,3,0,0,1,marketing,medium,2
5044,GERMAIN,0.57,0.94,4,257,3,0,0,0,marketing,medium,2
5048,VICENTE,0.58,0.9,3,151,3,0,0,0,sales,medium,2
5052,MCCLEARY,0.7,0.76,5,165,3,0,0,0,sales,medium,2
5056,BRODIE,0.43,0.98,4,164,3,0,0,1,sales,medium,2
5058,MOREIRA,0.67,1.0,4,145,3,1,0,1,sales,medium,2
5059,MAGGARD,0.51,0.72,4,163,4,0,0,1,sales,medium,2
5061,FERRANTE,0.9,0.85,3,253,3,0,0,0,sales,medium,2
5062,OVERBY,0.8,0.78,4,234,3,0,0,0,sales,medium,2
5063,VIOLA,0.34,0.89,5,266,6,0,0,0,sales,medium,2
5071,ANTON,0.69,0.74,4,237,3,0,0,0,technical,low,1
5073,INGERSOLL,1.0,0.85,3,150,3,0,0,0,technical,low,1
5074,KWIATKOWSKI,0.61,0.75,2,100,4,0,0,0,technical,low,1
5076,LADNER,0.59,0.71,5,222,3,0,0,0,technical,low,1
5083,DENISON,0.78,0.77,3,149,4,1,0,0,support,medium,2
5088,CONYERS,0.61,0.95,4,169,4,0,0,0,support,medium,2
5089,TOOLE,0.84,0.95,4,208,3,1,0,0,support,medium,2
5092,CHITWOOD,0.97,0.87,2,175,6,0,0,0,support,high,3
5095,STRAIT,0.73,0.87,4,155,3,1,0,0,technical,high,3
5096,MARLOWE,0.73,0.71,4,148,3,0,0,0,management,high,3
5097,HANN,0.53,0.83,4,246,3,0,0,0,IT,high,3
5098,GREENWALD,0.17,0.82,5,193,5,0,0,0,IT,high,3
5099,STUMPF,0.75,0.76,5,175,4,0,0,0,IT,low,1
5101,COLTON,0.76,0.77,4,223,3,0,0,0,IT,low,1
5105,BOYLAN,0.49,0.72,4,246,3,0,0,0,product_mng,low,1
5106,WYRICK,0.53,0.8,3,175,3,0,0,0,IT,low,1
5109,TENORIO,0.62,0.99,4,171,3,0,0,0,RandD,medium,2
5111,WHYTE,0.52,1.0,4,148,3,0,0,0,RandD,medium,2
5119,DOLLAR,0.58,0.97,3,186,3,0,0,1,marketing,medium,2
5120,HUSS,0.68,0.72,3,213,3,0,0,1,marketing,medium,2
5123,ROUNDS,0.79,0.73,4,226,3,0,0,0,sales,medium,2
5125,VANDERPOOL,0.98,0.99,3,253,4,0,0,0,sales,medium,2
5126,ORTH,0.8,0.75,3,134,4,0,0,0,sales,medium,2
5127,BLANCHETTE,0.77,0.84,3,188,4,0,0,0,sales,medium,2
5128,SPECK,1.0,0.91,3,160,4,0,0,0,sales,medium,2
5129,SHREVE,0.6,0.92,4,164,4,0,0,0,sales,medium,2
5131,SEVILLA,0.91,0.99,5,228,4,1,0,0,sales,low,1
5134,VANPELT,0.62,0.91,3,195,3,0,0,0,sales,medium,2
5135,RUBLE,0.61,0.92,3,222,4,0,0,0,sales,medium,2
5137,CARAWAY,0.64,0.97,2,226,3,1,0,0,sales,medium,2
5139,BERNDT,0.58,0.75,4,255,3,0,0,0,sales,medium,2
5141,ROYBAL,0.98,0.73,5,185,3,0,0,0,accounting,medium,2
5142,MONEY,0.5,0.88,4,275,5,0,0,0,accounting,low,1
5150,SCHATZ,0.92,0.88,3,184,3,1,0,0,technical,low,1
5152,EBY,0.73,0.86,4,133,3,0,0,0,technical,high,3
5153,WIMMER,0.82,0.92,5,198,3,0,0,0,technical,low,1
5155,MUMFORD,0.64,0.95,3,154,4,0,0,0,technical,high,3
5156,ATCHLEY,0.99,0.76,4,185,5,0,0,0,technical,low,1
5157,BAHENA,0.19,0.92,5,193,6,0,0,0,technical,medium,2
5158,GAMMON,0.86,0.96,4,167,3,0,0,0,support,high,3
5165,SO,0.76,0.74,4,187,3,0,0,0,support,medium,2
5166,SAULS,0.79,0.9,3,152,4,0,0,0,support,medium,2
5174,WEDDLE,0.8,0.97,5,258,3,0,0,0,IT,medium,2
5175,ALBERTS,0.62,0.92,5,149,3,0,0,0,IT,low,1
5176,THEIS,0.79,0.72,4,192,3,0,0,0,IT,low,1
5177,LEMOINE,0.88,0.73,5,267,3,0,0,0,IT,low,1
5178,KINGSBURY,0.96,0.73,5,169,3,1,0,0,product_mng,low,1
5181,BARAN,0.88,0.85,4,231,3,0,0,0,product_mng,low,1
5185,OBRYAN,0.62,0.73,4,191,3,0,0,0,RandD,high,3
5186,SANTACRUZ,0.78,0.93,3,200,3,0,0,0,RandD,low,1
5187,CAMARA,0.73,0.75,5,265,3,0,0,0,RandD,low,1
5188,WHITEHOUSE,0.71,0.94,4,246,3,0,0,0,marketing,low,1
5190,HALVORSON,0.21,0.74,5,141,4,0,0,0,accounting,high,3
5191,PALMIERI,0.52,0.96,4,246,3,0,0,0,support,low,1
5192,HANNAN,0.73,0.88,4,236,3,1,0,0,technical,low,1
5193,DEW,0.74,0.83,3,170,3,0,0,0,management,low,1
5195,WOOLEY,0.52,0.78,4,237,3,0,0,0,marketing,low,1
5201,SADOWSKI,0.36,0.73,3,187,3,0,0,0,sales,medium,2
5205,ENGSTROM,0.83,0.78,3,165,3,1,0,0,sales,medium,2
5213,YEH,0.17,0.91,2,271,4,0,0,0,sales,medium,2
5219,CHINN,0.55,0.8,4,260,3,0,0,0,hr,high,3
5223,ARRIOLA,0.71,0.97,3,189,3,1,0,0,technical,high,3
5225,KOSTER,0.33,0.94,4,166,6,0,0,0,technical,low,1
5231,SCOFIELD,0.6,0.91,4,236,3,0,0,0,technical,low,1
5235,MORITZ,0.91,0.79,5,273,4,1,0,0,support,medium,2
5236,MCLELLAN,0.24,0.89,5,142,4,0,0,0,support,medium,2
5239,PITRE,0.93,0.97,5,255,4,0,0,0,support,medium,2
5245,PASSMORE,0.53,0.95,2,101,5,0,0,0,technical,medium,2
5246,NORTHCUTT,0.67,0.92,4,265,4,0,0,0,technical,medium,2
5248,COWELL,0.49,0.76,4,202,3,0,0,0,management,low,1
5249,REAM,0.82,0.71,3,160,3,0,0,0,IT,medium,2
5250,WALTHER,0.86,0.71,3,235,3,0,0,0,IT,medium,2
5254,GABBARD,0.64,0.87,3,239,4,0,0,0,product_mng,low,1
5256,MONCADA,0.79,0.75,2,221,3,0,0,0,product_mng,low,1
5259,RIGBY,0.92,0.8,4,263,4,0,0,0,RandD,low,1
5262,VALENTINO,0.68,0.97,5,207,4,1,0,0,RandD,low,1
5263,SHINE,0.58,0.73,3,265,6,0,0,0,RandD,low,1
5266,JARMAN,0.8,0.99,3,158,3,0,0,0,sales,low,1
5267,JACKS,0.28,0.79,5,202,5,0,0,0,accounting,low,1
5274,STRICKLER,0.95,0.73,3,243,3,1,0,0,sales,medium,2
5275,BAZAN,0.93,0.88,4,261,4,0,0,0,sales,medium,2
5276,BRUTON,0.86,0.81,4,179,3,0,0,0,sales,medium,2
5283,REINKE,0.66,0.92,3,177,3,0,0,0,sales,medium,2
5286,HASSELL,0.64,0.78,5,148,4,0,0,0,sales,high,3
5297,EDENS,0.21,0.93,4,260,3,0,0,0,hr,low,1
5298,RADTKE,0.21,0.85,5,153,3,0,0,0,hr,low,1
5302,WITMER,0.92,0.78,3,218,3,0,0,0,technical,low,1
5303,SAECHAO,0.71,0.98,5,167,3,0,0,0,technical,low,1
5304,HOAGLAND,0.69,0.83,4,264,3,0,0,0,technical,low,1
5306,VILLALPANDO,0.21,0.78,4,218,6,0,0,0,technical,low,1
5308,ROUNDTREE,0.81,0.92,5,255,4,1,0,0,technical,low,1
5311,SHAUGHNESSY,0.86,0.75,5,157,4,0,0,0,support,low,1
5315,LOCKARD,0.88,0.98,3,152,3,0,0,0,support,medium,2
5322,KLOTZ,0.36,0.71,3,100,3,0,0,0,technical,medium,2
5326,STOWELL,1.0,0.87,4,256,3,0,0,0,IT,low,1
5328,OSMAN,0.84,0.91,3,199,4,0,0,0,IT,medium,2
5333,ERICSON,0.96,0.98,5,248,3,0,0,0,product_mng,low,1
5335,MEDLOCK,0.12,0.73,6,166,3,0,0,0,IT,low,1
5337,BIXLER,0.93,0.84,5,266,3,0,0,0,RandD,low,1
5342,ASHMORE,0.28,0.9,4,275,6,0,0,0,marketing,low,1
5343,HARBISON,0.74,0.79,3,275,3,0,0,0,sales,low,1
5344,DUFFEY,0.5,0.74,4,272,5,0,0,0,accounting,low,1
5350,PHILLIP,0.45,0.72,4,149,3,0,0,0,marketing,low,1
5351,LETT,0.76,0.97,3,271,3,0,0,0,sales,low,1
5355,MCSWAIN,0.14,0.96,3,196,5,1,0,0,sales,medium,2
5357,HACK,0.53,0.82,5,184,3,0,0,0,sales,medium,2
5358,STROBEL,0.66,0.89,3,257,3,0,0,0,sales,medium,2
5360,DOERR,0.74,0.97,3,239,4,1,0,0,sales,medium,2
5363,PARADIS,0.29,0.8,5,103,6,0,0,0,sales,medium,2
5364,STILWELL,0.54,0.72,5,206,4,0,0,0,sales,high,3
5366,SEARLES,0.89,0.93,4,245,4,0,0,0,sales,medium,2
5369,HENDERSHOT,0.76,0.82,4,172,3,1,0,0,sales,medium,2
5375,ENGLER,0.67,0.97,4,186,3,0,0,0,hr,low,1
5377,BARHAM,0.89,0.95,5,203,3,0,0,0,technical,low,1
5381,DOUCET,0.79,0.83,5,268,3,0,0,0,technical,low,1
5382,BRIDGE,0.19,0.72,6,243,6,1,0,0,technical,low,1
5386,SCHAUB,0.84,0.93,6,166,4,0,0,0,technical,low,1
5391,TSANG,0.83,0.9,3,102,4,0,0,0,support,medium,2
5393,LUCK,0.91,0.97,4,139,3,0,0,0,support,medium,2
5397,BENEFIELD,0.62,0.79,3,274,3,0,0,0,support,medium,2
5400,BODE,0.33,0.82,2,114,5,0,0,0,technical,high,3
5406,COSTANZO,0.73,0.78,4,181,4,0,0,0,IT,low,1
5407,CARPER,0.49,0.74,3,229,3,1,0,0,IT,low,1
5409,WORD,0.53,0.84,3,151,3,0,0,0,product_mng,low,1
5410,MIRACLE,0.58,0.75,4,222,3,1,0,0,product_mng,low,1
5414,FLEMMING,0.99,0.72,4,136,3,0,0,0,RandD,low,1
5415,KESLER,0.97,0.87,3,207,4,0,0,0,RandD,low,1
5416,TANKERSLEY,0.18,0.93,3,245,4,1,0,0,RandD,low,1
5417,PIATT,0.83,0.93,6,130,5,0,0,0,RandD,low,1
5419,RONEY,0.74,0.93,3,204,4,0,0,0,marketing,low,1
5422,VARGA,0.92,0.91,3,250,4,0,0,0,support,low,1
5426,CHEVALIER,0.77,0.89,3,142,3,0,0,0,marketing,low,1
5427,MINTZ,0.68,0.71,5,135,4,1,0,0,marketing,medium,2
5430,CASAREZ,0.48,0.97,3,224,6,0,0,0,sales,medium,2
5431,ELMER,0.7,0.95,5,234,6,1,0,0,sales,medium,2
5436,SCHICK,0.99,0.8,5,254,5,0,0,0,sales,medium,2
5440,CALLAGHAN,0.52,0.98,4,148,3,0,0,0,sales,low,1
5447,WINGO,0.5,0.75,5,179,3,0,0,0,accounting,low,1
5451,TERAN,0.81,0.99,5,202,4,0,0,0,hr,low,1
5453,STACKHOUSE,0.51,0.88,3,202,4,0,0,0,hr,low,1
5457,FRIZZELL,0.96,0.75,3,231,3,0,0,0,technical,low,1
5461,FANCHER,0.56,0.93,4,210,3,1,0,0,technical,low,1
5462,URIAS,0.67,0.91,3,256,3,0,0,0,technical,low,1
5463,LAVELLE,0.72,0.71,5,137,3,0,0,0,technical,low,1
5464,BAUMGARDNER,0.59,0.79,4,272,3,0,0,0,technical,low,1
5466,BALDRIDGE,1.0,0.93,3,264,4,0,0,0,support,medium,2
5474,FORE,0.82,0.87,3,204,4,0,0,0,support,medium,2
5475,HUMES,0.64,0.75,4,170,3,0,0,0,support,medium,2
5478,LAING,0.98,0.92,3,254,3,0,0,0,technical,high,3
5484,VACA,0.9,0.9,3,274,3,0,0,0,IT,low,1
5486,TA,0.52,0.88,4,155,3,1,0,0,product_mng,low,1
5489,RAMIRES,0.76,0.76,5,175,3,0,0,0,IT,low,1
5491,LEDOUX,0.78,0.9,4,104,4,0,0,0,RandD,low,1
5500,KIRKMAN,0.76,0.76,4,149,3,0,0,0,technical,medium,2
5501,ORTA,0.5,0.74,4,246,3,0,0,0,management,medium,2
5504,DINKINS,0.99,0.77,4,184,3,0,0,0,marketing,medium,2
5505,HARRIGAN,0.65,0.94,4,174,3,0,0,0,sales,medium,2
5507,KOLLER,0.88,0.76,3,223,3,0,0,0,sales,medium,2
5508,DORR,0.99,0.86,3,198,3,0,0,0,sales,medium,2
5511,MACEDO,0.71,0.94,4,209,3,0,0,0,sales,medium,2
5516,DIBBLE,0.49,0.74,4,104,4,0,0,0,sales,medium,2
5518,FENDER,0.5,0.78,3,206,3,1,0,1,sales,high,3
5521,CHAFFEE,0.72,0.75,3,166,3,0,0,1,sales,high,3
5528,PUENTES,0.79,0.71,4,222,3,0,0,1,hr,high,3
5529,FUNDERBURK,0.86,0.77,3,152,3,0,0,1,hr,low,1
5531,CHRISTOPHERSON,0.53,0.76,5,143,4,0,0,1,technical,low,1
5532,SELLARS,0.58,0.88,3,157,4,0,0,1,technical,low,1
5534,MARCOTTE,0.86,0.87,4,183,3,0,0,0,technical,low,1
5541,BRAKE,0.43,0.74,4,121,5,1,0,0,technical,low,1
5543,LLEWELLYN,0.77,0.83,3,204,3,0,0,0,support,low,1
5544,MANGAN,0.52,0.86,5,256,3,0,0,0,support,medium,2
5546,GODSEY,0.88,0.93,3,162,3,0,0,0,support,medium,2
5550,EMERICK,0.38,0.77,3,173,5,0,0,0,support,medium,2
5554,ZINN,0.52,0.9,5,176,3,0,0,0,technical,medium,2
5555,MARRS,0.9,0.95,3,133,4,0,0,0,technical,medium,2
5560,FIELDING,0.56,0.85,5,245,3,0,0,0,IT,high,3
5561,CHI,0.28,0.97,4,102,3,0,0,0,IT,high,3
5565,AUGUSTIN,0.84,0.84,6,261,5,0,0,0,product_mng,low,1
5567,GEIST,0.51,0.78,5,225,4,0,0,0,RandD,low,1
5570,DUQUE,0.16,0.81,2,159,6,1,0,0,RandD,low,1
5572,SONNIER,0.81,0.76,3,203,3,0,0,0,RandD,medium,2
5573,DUDEK,0.17,0.79,2,126,5,0,0,0,marketing,medium,2
5577,MCGEHEE,0.67,0.91,3,147,3,0,0,0,technical,medium,2
5580,LAZARO,0.88,0.71,5,246,3,0,0,0,marketing,medium,2
5581,DECK,0.48,0.94,4,231,4,0,0,0,marketing,medium,2
5582,PALOMO,0.66,0.99,4,209,3,0,0,0,sales,medium,2
5584,OLIVIER,0.23,0.96,2,234,4,0,0,0,sales,medium,2
5586,FUTRELL,0.81,0.99,2,156,5,0,0,0,sales,medium,2
5588,HALPIN,0.49,0.89,2,233,4,1,0,0,sales,medium,2
5590,KOONCE,0.83,0.75,6,215,5,0,0,0,sales,medium,2
5592,MULKEY,0.49,0.99,3,199,3,0,0,0,sales,medium,2
5605,EGGERT,0.51,0.82,3,206,4,0,0,0,hr,medium,2
5606,HAGUE,0.66,0.92,4,239,3,0,0,0,hr,medium,2
5609,HOLLANDER,0.86,0.77,5,237,3,1,0,0,technical,low,1
5616,JAYNES,0.49,0.99,6,205,5,0,0,0,technical,high,3
5619,BETTIS,0.7,0.88,4,191,3,1,0,0,support,low,1
5623,BORREGO,0.93,0.77,3,202,5,0,0,0,support,high,3
5624,KOON,0.62,0.75,3,180,3,0,0,0,support,medium,2
5626,PIZARRO,0.66,0.94,4,198,3,1,0,0,support,medium,2
5635,TEETER,0.24,0.79,2,175,5,0,0,0,IT,low,1
5639,BLOOD,0.79,0.71,3,202,3,0,0,0,product_mng,medium,2
5640,MCAULIFFE,0.21,0.76,4,165,6,1,0,0,product_mng,low,1
5645,MUNROE,0.22,0.78,6,206,6,0,0,0,RandD,low,1
5646,RHODEN,0.84,0.88,3,194,3,0,0,0,RandD,low,1
5650,ALMARAZ,0.99,0.82,6,185,4,1,0,0,sales,high,3
5651,REMINGTON,0.15,0.76,4,255,6,0,0,0,accounting,low,1
5652,RAYA,0.24,0.96,3,174,6,0,0,0,support,low,1
5653,FRIERSON,0.84,0.71,4,273,3,0,0,0,technical,low,1
5655,QUILLEN,0.17,0.86,3,286,6,0,0,0,marketing,high,3
5657,FU,0.86,0.91,3,234,3,1,0,0,marketing,low,1
5659,OLIVE,0.93,0.82,5,272,3,0,0,0,sales,high,3
5662,CORBITT,0.44,0.87,2,140,4,0,0,0,sales,high,3
5663,MEAGHER,0.55,0.9,5,237,3,0,0,0,sales,medium,2
5669,TALAVERA,0.89,0.94,5,223,3,0,0,0,sales,medium,2
5670,MCLAREN,0.58,0.79,4,149,6,0,0,0,sales,medium,2
5671,LAURENT,0.75,0.96,5,190,3,0,0,0,sales,medium,2
5672,BIAS,0.77,0.8,4,167,3,0,0,0,sales,medium,2
5673,WHETSTONE,0.76,0.87,4,161,3,0,0,0,sales,high,3
5675,QUEVEDO,0.95,0.74,3,212,3,0,0,0,sales,medium,2
5680,KELLUM,0.91,0.74,3,139,5,1,0,0,hr,medium,2
5681,MCCANTS,0.61,0.87,4,151,3,0,0,0,hr,medium,2
5685,BARROS,0.79,0.95,3,222,4,0,0,0,technical,low,1
5687,MAYERS,0.52,0.77,4,134,4,0,0,0,technical,low,1
5688,MINK,0.71,0.97,3,219,3,0,0,0,technical,high,3
5691,BARTZ,0.74,0.75,4,149,3,0,0,0,technical,low,1
5698,HEMINGWAY,0.71,0.74,3,250,3,0,0,0,support,low,1
5700,HEINTZ,0.99,0.71,4,199,4,0,0,0,support,medium,2
5702,MCCOMB,1.0,0.94,3,257,4,0,0,0,support,medium,2
5708,TURNAGE,0.86,0.89,4,136,4,0,0,0,technical,medium,2
5711,PRENDERGAST,0.68,0.96,4,255,3,0,0,0,IT,medium,2
5720,MOATS,0.82,0.78,5,232,3,0,0,0,RandD,low,1
5721,BUIE,0.73,0.86,3,215,4,0,0,0,RandD,low,1
5726,TERRILL,0.93,0.76,5,187,3,0,0,0,marketing,low,1
5732,HIGHT,0.67,0.89,2,173,3,0,0,0,marketing,low,1
5736,APPLEBY,0.72,0.89,3,221,3,0,0,0,sales,low,1
5739,MCNAMEE,0.91,0.87,3,199,3,0,0,0,sales,medium,2
5740,MARRA,0.51,0.96,3,192,3,0,0,0,sales,medium,2
5742,KAVANAUGH,0.64,0.86,5,222,3,0,0,0,sales,medium,2
5750,SOKOL,0.75,0.71,4,209,3,0,0,0,sales,medium,2
5751,LATTA,0.35,0.81,5,182,5,0,0,0,sales,high,3
5752,HOLLINGER,0.68,0.78,3,232,3,0,0,0,sales,low,1
5755,LUX,0.44,0.92,6,268,4,1,0,0,accounting,medium,2
5756,CATON,0.18,0.86,5,267,4,0,0,0,accounting,medium,2
5758,SACKETT,0.71,0.76,3,246,3,0,0,0,hr,low,1
5759,LEIVA,0.55,0.83,5,220,3,0,0,0,hr,low,1
5762,LEES,0.79,0.9,5,212,5,0,0,0,technical,low,1
5769,REGO,0.49,0.86,5,235,5,0,0,0,technical,low,1
5770,MELCHOR,0.73,0.95,3,258,3,0,0,0,technical,low,1
5772,BRAMLETT,0.77,0.83,6,271,3,0,0,0,support,low,1
5774,HSIEH,0.95,0.78,5,246,3,0,0,0,support,low,1
5781,LARRY,0.76,0.92,4,154,3,0,0,0,support,medium,2
5782,JOSHI,0.85,0.77,5,263,3,0,0,0,support,medium,2
5783,NORDSTROM,0.98,1.0,5,150,3,0,0,0,technical,medium,2
5785,WALSTON,0.44,0.97,4,240,5,1,0,0,technical,medium,2
5787,SOLBERG,0.16,0.8,4,140,5,1,0,0,IT,medium,2
5789,BODNAR,0.75,1.0,4,272,4,1,0,0,IT,medium,2
5797,TRUDEAU,0.21,0.99,6,165,4,1,0,0,RandD,low,1
5800,BLAIS,0.99,0.9,4,177,3,0,0,0,RandD,low,1
5809,MUNGER,0.73,0.81,5,173,3,0,0,0,marketing,low,1
5810,GOULET,0.84,0.91,3,247,4,0,0,0,marketing,low,1
5821,STEINKE,0.72,0.84,3,167,3,0,0,0,sales,medium,2
5823,SILVEIRA,0.51,0.8,4,231,3,0,0,0,sales,medium,2
